Id,Comment,"{Aspect category,   Sentiment Polarity}",review_en
744,আমি এত ভাল পরিষেবা কখনও পাইনি এবং এখানে খাবারও খুব ভাল।,"{service,   positive},  {food,   positive}",I have never had such good service and the food here is also very good.
745,খাবার যেমন টেস্টি এবং পরিবেশটিও খুব কমনীয়।,"{food,   positive}, {ambiance,  positive}",The food is just as tasty and the ambiance is also very charming.
746,এই রেস্তোরাঁয় লেবুর শরবত খুবই সতেজ এবং এটি খুবই সস্তা।,"{food,   positive},  {price,   positive}",The lemonade at this restaurant is very fresh and very cheap.
747,"মাংস খুব কোমল এবং রসালো ছিল, কিন্তু দাম এটি হওয়া উচিত ছিল তুলনায় অনেক সস্তা ছিল.","{food,   positive},  {price,   positive}","The meat was very tender and juicy, but the price was much cheaper than it should have been."
748,"সেখানে যে চাটনি থাকার কথা ছিল তা ছিল না, কিন্তু তাতে কিছু যায় আসে না কারণ এটি যেভাবেই হোক বিনামূল্যে।","{food,   negative},  {price,   positive}","There wasn't the chutney it was supposed to be, but that didn't matter because it was free anyway."
749,রেশমি কাবাব নরম এবং আপনার মুখে গলে যায়। এটা সত্যিই সাশ্রয়ী মূল্যের.,"{food,   positive},  {price,   positive}",Silky kebabs are soft and melt in your mouth. It is really affordable.
750,শিক কাবাব আসতে অনেক সময় লাগলেও শেষ পর্যন্ত স্বাদ অনেক ভালো হয়েছে।,"{service,   negative},  {food,   positive}",The shish kebabs took a long time to arrive but finally tasted great.
751,চিকেন কাটলেট রোলের ভিতরে প্রচুর মাংস থাকে এবং এটি খুব বেশি দামি নয়।,"{food,   positive},  {price,   positive}",Chicken cutlet rolls have a lot of meat inside and are not too expensive.
752,"মাংসের তরকারিটি মশলাদার, তবে এটি অন্য কিছু খাবারের তুলনায় একটি ভাল চুক্তি।","{food,   positive},  {price,   positive}","The meat curry is spicy, but it's a good deal compared to some other dishes."
753,ফুচকা দামি হলেও খেতে অনেক মজা।,"{price,   negative},  {food,   positive}",Fuchka is expensive but very fun to eat.
754,এখানকার খাবার খুব একটা ভালো নয় এবং শ্রমিকরা অলস।,"{food,  negative},  {service,   negative}",The food here is not very good and the workers are lazy.
